Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
CBLI,"Cleveland BioLabs, Inc. ","Cleveland BioLabs, Inc. - Common Stock",S,N,N,100.0,N,N
CBLK,"Carbon Black, Inc. ","Carbon Black, Inc. - Common Stock",Q,N,N,100.0,N,N
CBMG,"Cellular Biomedicine Group, Inc. ","Cellular Biomedicine Group, Inc. - Common Stock",G,N,N,100.0,N,N
CBOE,"Cboe Global Markets, Inc. ","Cboe Global Markets, Inc. - Common Stock",Q,N,N,100.0,N,N
CBPO,"China Biologic Products Holdings, Inc. ","China Biologic Products Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
CBRL,"Cracker Barrel Old Country Store, Inc. ","Cracker Barrel Old Country Store, Inc. - Common Stock",Q,N,N,100.0,N,N
CBSH,"Commerce Bancshares, Inc. ","Commerce Bancshares, Inc. - Common Stock",Q,N,N,100.0,N,N
CBSHP,"Commerce Bancshares, Inc. ","Commerce Bancshares, Inc. - Depositary Shares, each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock",Q,N,N,100.0,N,N
CBTX,"CBTX, Inc. ","CBTX, Inc. - Common Stock",Q,N,N,100.0,N,N
CCB,Coastal Financial Corporation ,Coastal Financial Corporation - Common Stock,Q,N,N,100.0,N,N
CCBG,Capital City Bank Group ,Capital City Bank Group - Common Stock,Q,N,N,100.0,N,N
CCCL,"China Ceramics Co., Ltd. ","China Ceramics Co., Ltd. - Common Stock",S,N,N,100.0,N,N
CCD,Calamos Dynamic Convertible & Income Fund ,Calamos Dynamic Convertible & Income Fund - Common Shares,Q,N,N,100.0,N,N
CCIH,ChinaCache International Holdings Ltd. ,ChinaCache International Holdings Ltd. - American Depositary Shares,Q,N,N,100.0,N,N
CCLP,CSI Compressco LP ,CSI Compressco LP - common units,Q,N,N,100.0,N,N
CCMP,Cabot Microelectronics Corporation ,Cabot Microelectronics Corporation - Common Stock,Q,N,N,100.0,N,N
CCNE,CNB Financial Corporation ,CNB Financial Corporation - Common Stock,Q,N,N,100.0,N,N
CCNI,"Command Center, Inc. ","Command Center, Inc. - Common Stock",S,N,N,100.0,N,N
CCOI,"Cogent Communications Holdings, Inc. ","Cogent Communications Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
CCRC,"China Customer Relations Centers, Inc. ","China Customer Relations Centers, Inc. - Ordinary Shares",S,N,N,100.0,N,N
CCRN,"Cross Country Healthcare, Inc. ","Cross Country Healthcare, Inc. - Common Stock",Q,N,N,100.0,N,N
CCXI,"ChemoCentryx, Inc. ","ChemoCentryx, Inc. - Common Stock",Q,N,N,100.0,N,N
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,G,N,N,100.0,Y,N
CDEV,"Centennial Resource Development, Inc. ","Centennial Resource Development, Inc. - Class A Common Stock",S,N,N,100.0,N,N
CDK,"CDK Global, Inc. ","CDK Global, Inc. - Common Stock",Q,N,N,100.0,N,N
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,VictoryShares US Large Cap High Div Volatility Wtd ETF,G,N,N,100.0,Y,N
CDLX,"Cardlytics, Inc. ","Cardlytics, Inc. - Common Stock",G,N,N,100.0,N,N
CDMO,"Avid Bioservices, Inc. ","Avid Bioservices, Inc. - Common Stock",S,N,N,100.0,N,N
CDMOP,"Avid Bioservices, Inc. ","Avid Bioservices, Inc. - 10.50% Series E Convertible Preferred Stock",S,N,N,100.0,N,N
CDNA,"CareDx, Inc. ","CareDx, Inc. - Common Stock",G,N,N,100.0,N,N
CDNS,"Cadence Design Systems, Inc. ","Cadence Design Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
CDTI,"CDTI Advanced Materials, Inc. ","CDTI Advanced Materials, Inc. - Common Stock",S,N,D,100.0,N,N
CDTX,"Cidara Therapeutics, Inc. ","Cidara Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
CDW,CDW Corporation ,CDW Corporation - Common Stock,Q,N,N,100.0,N,N
CDXC,ChromaDex Corporation ,ChromaDex Corporation - Common Stock,S,N,N,100.0,N,N
CDXS,"Codexis, Inc. ","Codexis, Inc. - Common Stock",Q,N,N,100.0,N,N
CDZI,"Cadiz, Inc. ","Cadiz, Inc. - Common Stock",G,N,N,100.0,N,N
CECE,CECO Environmental Corp. ,CECO Environmental Corp. - Common Stock,Q,N,N,100.0,N,N
CECO,Career Education Corporation ,Career Education Corporation - Common Stock,Q,N,N,100.0,N,N
CELC,Celcuity Inc. ,Celcuity Inc. - Common Stock,S,N,N,100.0,N,N
CELG,Celgene Corporation ,Celgene Corporation - Common Stock,Q,N,N,100.0,N,N
CELGZ,Celgene Corporation ,Celgene Corporation - Contingent Value Right,G,N,N,100.0,N,N
CELH,"Celsius Holdings, Inc. ","Celsius Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
CEMI,"Chembio Diagnostics, Inc. ","Chembio Diagnostics, Inc. - Common Stock",S,N,N,100.0,N,N
CENT,Central Garden & Pet Company ,Central Garden & Pet Company - Common Stock,Q,N,N,100.0,N,N
CENTA,Central Garden & Pet Company ,Central Garden & Pet Company - Class A Common Stock Nonvoting,Q,N,N,100.0,N,N
CENX,Century Aluminum Company ,Century Aluminum Company - Common Stock,Q,N,N,100.0,N,N
CERC,Cerecor Inc. ,Cerecor Inc. - Common Stock,S,N,N,100.0,N,N
CERCW,Cerecor Inc. ,Cerecor Inc. - Class A Warrants,S,N,N,100.0,N,N
CERN,Cerner Corporation ,Cerner Corporation - Common Stock,Q,N,N,100.0,N,N
CERS,Cerus Corporation ,Cerus Corporation - Common Stock,G,N,N,100.0,N,N
CETV,Central European Media Enterprises Ltd. ,Central European Media Enterprises Ltd. - Class A Common Stock,Q,N,N,100.0,N,N
CETX,Cemtrex Inc. ,Cemtrex Inc. - Common Stock,S,N,N,100.0,N,N
CETXP,Cemtrex Inc. ,Cemtrex Inc. - Series 1 Preferred Stock,S,N,N,100.0,N,N
CETXW,Cemtrex Inc. ,Cemtrex Inc. - Series 1 Warrant,S,N,N,100.0,N,N
CEVA,"CEVA, Inc. ","CEVA, Inc. - Common Stock",Q,N,N,100.0,N,N
CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,VictoryShares Emerging Market High Div Volatility Wtd ETF,G,N,N,100.0,Y,N
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,VictoryShares Emerging Market Volatility Wtd ETF,G,N,N,100.0,Y,N
CFA,VictoryShares US 500 Volatility Wtd ETF,VictoryShares US 500 Volatility Wtd ETF,G,N,N,100.0,Y,N
CFBI,"Community First Bancshares, Inc. ","Community First Bancshares, Inc. - Common Stock",S,N,N,100.0,N,N
CFBK,Central Federal Corporation ,Central Federal Corporation - Common Stock,S,N,N,100.0,N,N
CFFI,C&F Financial Corporation ,C&F Financial Corporation - Common Stock,Q,N,N,100.0,N,N
CFFN,"Capitol Federal Financial, Inc. ","Capitol Federal Financial, Inc. - Common Stock",Q,N,N,100.0,N,N
CFMS,"Conformis, Inc. ","Conformis, Inc. - Common Stock",Q,N,N,100.0,N,N
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,VictoryShares US 500 Enhanced Volatility Wtd ETF,G,N,N,100.0,Y,N
CFRX,ContraFect Corporation ,ContraFect Corporation - Common Stock,S,N,N,100.0,N,N
CG,The Carlyle Group L.P. ,The Carlyle Group L.P. - Common Units,Q,N,N,100.0,N,N
CGBD,"TCG BDC, Inc. ","TCG BDC, Inc. - Common Stock",Q,N,N,100.0,N,N
CGEN,Compugen Ltd. ,Compugen Ltd. - Ordinary Shares,G,N,N,100.0,N,N
CGIX,"Cancer Genetics, Inc. ","Cancer Genetics, Inc. - Common Stock",S,N,D,100.0,N,N
CGNX,Cognex Corporation ,Cognex Corporation - Common Stock,Q,N,N,100.0,N,N
CGO,Calamos Global Total Return Fund ,Calamos Global Total Return Fund - Common Stock,Q,N,N,100.0,N,N
CGVIC,Causeway ETMF Trust ,Causeway ETMF Trust - Causeway Global Value NextShares,G,N,N,100.0,N,Y
CHCI,"Comstock Holding Companies, Inc. ","Comstock Holding Companies, Inc. - Class A Common Stock",S,N,N,100.0,N,N
CHCO,City Holding Company ,City Holding Company - Common Stock,Q,N,N,100.0,N,N
CHDN,"Churchill Downs, Incorporated ","Churchill Downs, Incorporated - Common Stock",Q,N,N,100.0,N,N
CHEF,"The Chefs' Warehouse, Inc. ","The Chefs' Warehouse, Inc. - Common Stock",Q,N,N,100.0,N,N
CHEK,Check,Check-Cap Ltd. - Ordinary Share,S,N,N,100.0,N,N
CHEKW,Check,Check-Cap Ltd. - Series A Warrant,S,N,N,100.0,N,N
CHEKZ,Check,Check-Cap Ltd. - Series C Warrant,S,N,N,100.0,N,N
CHFC,Chemical Financial Corporation ,Chemical Financial Corporation - Common Stock,Q,N,N,100.0,N,N
CHFN,Charter Financial Corp. ,Charter Financial Corp. - Common Stock,S,N,N,100.0,N,N
CHFS,"CHF Solutions, Inc. ","CHF Solutions, Inc. - Common Stock",S,N,N,100.0,N,N
CHI,Calamos Convertible Opportunities and Income Fund ,Calamos Convertible Opportunities and Income Fund - Common Stock,Q,N,N,100.0,N,N
CHKE,Cherokee Inc. ,Cherokee Inc. - Common Stock,Q,N,D,100.0,N,N
CHKP,Check Point Software Technologies Ltd. ,Check Point Software Technologies Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
CHMA,"Chiasma, Inc. ","Chiasma, Inc. - Common Stock",Q,N,N,100.0,N,N
CHMG,Chemung Financial Corp ,Chemung Financial Corp - Common Stock,Q,N,N,100.0,N,N
CHNA,Loncar China BioPharma ETF,Loncar China BioPharma ETF,G,N,N,100.0,Y,N
CHNR,"China Natural Resources, Inc. ","China Natural Resources, Inc. - Common Stock",S,N,N,100.0,N,N
CHRS,"Coherus BioSciences, Inc. ","Coherus BioSciences, Inc. - Common Stock",G,N,N,100.0,N,N
CHRW,"C.H. Robinson Worldwide, Inc. ","C.H. Robinson Worldwide, Inc. - Common Stock",Q,N,N,100.0,N,N
CHSCL,CHS Inc ,"CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4",Q,N,N,100.0,N,N
CHSCM,CHS Inc ,"CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3",Q,N,N,100.0,N,N
CHSCN,CHS Inc ,CHS Inc - Preferred Class B Series 2 Reset Rate,Q,N,N,100.0,N,N
CHSCO,CHS Inc ,CHS Inc - Class B Cumulative Redeemable Preferred Stock,Q,N,N,100.0,N,N
CHSCP,CHS Inc ,CHS Inc - 8%  Cumulative Redeemable Preferred Stock,Q,N,N,100.0,N,N
CHTR,"Charter Communications, Inc. ","Charter Communications, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
CHUY,"Chuy's Holdings, Inc. ","Chuy's Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
CHW,Calamos Global Dynamic Income Fund ,Calamos Global Dynamic Income Fund - Common Stock,Q,N,N,100.0,N,N
CHY,Calamos Convertible and High Income Fund ,Calamos Convertible and High Income Fund - Common Stock,Q,N,N,100.0,N,N
CIBR,First Trust NASDAQ Cybersecurity ETF,First Trust NASDAQ Cybersecurity ETF,G,N,N,100.0,Y,N
CID,VictoryShares International High Div Volatility Wtd ETF,VictoryShares International High Div Volatility Wtd ETF,G,N,N,100.0,Y,N
CIDM,Cinedigm Corp ,Cinedigm Corp - Class A Common Stock,G,N,N,100.0,N,N
CIFS,China Internet Nationwide Financial Services Inc. ,China Internet Nationwide Financial Services Inc. - Ordinary Shares,G,N,N,100.0,N,N
CIGI,Colliers International Group Inc.  ,Colliers International Group Inc.  - Subordinate Voting Shares,Q,N,N,100.0,N,N
CIL,VictoryShares International Volatility Wtd ETF,VictoryShares International Volatility Wtd ETF,G,N,N,100.0,Y,N
CINF,Cincinnati Financial Corporation ,Cincinnati Financial Corporation - Common Stock,Q,N,N,100.0,N,N
CIVB,"Civista Bancshares, Inc.  ","Civista Bancshares, Inc.  - Common Stock",S,N,N,100.0,N,N
CIVBP,"Civista Bancshares, Inc.  ","Civista Bancshares, Inc.  - Depositary Shares Each Representing a 1/40th Interest in a 6.50% Noncumulative Redeemable Convertible Perpetual Preferred Share, Series B",S,N,N,100.0,N,N
CIVEC,Causeway ETMF Trust ,Causeway ETMF Trust - Causeway International Value NextShares,G,N,N,100.0,N,Y
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,VictoryShares Developed Enhanced Volatility Wtd ETF,G,N,N,100.0,Y,N
CIZN,Citizens Holding Company ,Citizens Holding Company - Common Stock,G,N,N,100.0,N,N
CJJD,China Jo,"China Jo-Jo Drugstores, Inc. - Common Stock",S,N,N,100.0,N,N
CKPT,"Checkpoint Therapeutics, Inc. ","Checkpoint Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
CLAR,Clarus Corporation ,Clarus Corporation - Common Stock,Q,N,N,100.0,N,N
CLBK,"Columbia Financial, Inc. ","Columbia Financial, Inc. - Common Stock",Q,N,N,100.0,N,N
CLBS,"Caladrius Biosciences, Inc. ","Caladrius Biosciences, Inc. - Common Stock",S,N,N,100.0,N,N
CLCT,"Collectors Universe, Inc. ","Collectors Universe, Inc. - Common Stock",G,N,N,100.0,N,N
CLDC,China Lending Corporation ,China Lending Corporation - Ordinary Shares,S,N,N,100.0,N,N
CLDX,"Celldex Therapeutics, Inc. ","Celldex Therapeutics, Inc. - Common Stock",Q,N,D,100.0,N,N
CLFD,"Clearfield, Inc. ","Clearfield, Inc. - Common Stock",G,N,N,100.0,N,N
CLGN,"CollPlant Holdings, Ltd. ","CollPlant Holdings, Ltd. - American Depositary Shares",S,N,N,100.0,N,N
CLIR,ClearSign Combustion Corporation ,ClearSign Combustion Corporation - Common Stock,S,N,N,100.0,N,N
CLIRW,ClearSign Combustion Corporation ,ClearSign Combustion Corporation - Warrant,S,N,N,100.0,N,N
CLLS,Cellectis S.A. ,Cellectis S.A. - American Depositary Shares,G,N,N,100.0,N,N
CLMT,"Calumet Specialty Products Partners, L.P. ","Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests",Q,N,N,100.0,N,N
CLNE,Clean Energy Fuels Corp. ,Clean Energy Fuels Corp. - Common Stock,Q,N,N,100.0,N,N
CLPS,CLPS Incorporation ,CLPS Incorporation - Common Stock,S,N,N,100.0,N,N
CLRB,"Cellectar Biosciences, Inc. ","Cellectar Biosciences, Inc. - Common Stock",S,N,N,100.0,N,N
CLRBW,"Cellectar Biosciences, Inc. ","Cellectar Biosciences, Inc. - Warrants",S,N,N,100.0,N,N
CLRBZ,"Cellectar Biosciences, Inc. ","Cellectar Biosciences, Inc. - Series A Warrants",S,N,N,100.0,N,N
CLRG,IQ Chaikin U.S. Large Cap ETF,IQ Chaikin U.S. Large Cap ETF,G,N,N,100.0,Y,N
CLRO,"ClearOne, Inc. ","ClearOne, Inc. - Common Stock",S,N,N,100.0,N,N
CLSD,"Clearside Biomedical, Inc. ","Clearside Biomedical, Inc. - Common Stock",G,N,N,100.0,N,N
CLSN,Celsion Corporation ,Celsion Corporation - Common Stock,S,N,N,100.0,N,N
CLUB,"Town Sports International Holdings, Inc. ","Town Sports International Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
CLVS,"Clovis Oncology, Inc. ","Clovis Oncology, Inc. - Common Stock",Q,N,N,100.0,N,N
CLWT,Euro Tech Holdings Company Limited ,Euro Tech Holdings Company Limited - Ordinary Shares,S,N,N,100.0,N,N
CLXT,"Calyxt, Inc. ","Calyxt, Inc. - Common Stock",G,N,N,100.0,N,N
CMCO,Columbus McKinnon Corporation ,Columbus McKinnon Corporation - Common Stock,Q,N,N,100.0,N,N
CMCSA,Comcast Corporation ,Comcast Corporation - Class A Common Stock,Q,N,N,100.0,N,N
CMCT,CIM Commercial Trust Corporation ,CIM Commercial Trust Corporation - Common Stock,G,N,N,100.0,N,N
CMCTP,CIM Commercial Trust Corporation ,CIM Commercial Trust Corporation - Series L Preferred Stock,G,N,N,100.0,N,N
CME,CME Group Inc. ,CME Group Inc. - Class A Common Stock,Q,N,N,100.0,N,N
CMFN,CM Finance Inc ,CM Finance Inc - Common Stock,Q,N,N,100.0,N,N
CMFNL,CM Finance Inc ,CM Finance Inc - 6.125% Notes due 2023,Q,N,N,100.0,N,N
CMLS,Cumulus Media Inc. ,Cumulus Media Inc. - Class A Common Stock,G,N,N,100.0,N,N
CMPR,Cimpress N.V ,Cimpress N.V - Ordinary Shares (The Netherlands),Q,N,N,100.0,N,N
CMRX,"Chimerix, Inc. ","Chimerix, Inc. - Common Stock",G,N,N,100.0,N,N
CMSS,CM Seven Star Acquisition Corporation ,CM Seven Star Acquisition Corporation - Ordinary Share,S,N,N,100.0,N,N
CMSSR,CM Seven Star Acquisition Corporation ,CM Seven Star Acquisition Corporation - Right,S,N,N,100.0,N,N
CMSSU,CM Seven Star Acquisition Corporation ,CM Seven Star Acquisition Corporation - Unit,S,N,N,100.0,N,N
CMSSW,CM Seven Star Acquisition Corporation ,CM Seven Star Acquisition Corporation - Warrant,S,N,N,100.0,N,N
CMTA,Clementia Pharmaceuticals Inc. ,Clementia Pharmaceuticals Inc. - Common Shares,Q,N,N,100.0,N,N
CMTL,Comtech Telecommunications Corp. ,Comtech Telecommunications Corp. - Common Stock,Q,N,N,100.0,N,N
CNAC,Constellation Alpha Capital Corp. ,Constellation Alpha Capital Corp. - Ordinary Shares,S,N,N,100.0,N,N
CNACR,Constellation Alpha Capital Corp. ,Constellation Alpha Capital Corp. - Right,S,N,N,100.0,N,N
CNACU,Constellation Alpha Capital Corp. ,Constellation Alpha Capital Corp. - Unit,S,N,N,100.0,N,N
CNACW,Constellation Alpha Capital Corp. ,Constellation Alpha Capital Corp. - Warrant,S,N,N,100.0,N,N
CNAT,Conatus Pharmaceuticals Inc. ,Conatus Pharmaceuticals Inc. - Common Stock,G,N,N,100.0,N,N
CNBKA,"Century Bancorp, Inc. ","Century Bancorp, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
CNCE,"Concert Pharmaceuticals, Inc. ","Concert Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
CNCR,Loncar Cancer Immunotherapy ETF,Loncar Cancer Immunotherapy ETF,G,N,N,100.0,Y,N
CNET,"ChinaNet Online Holdings, Inc. ","ChinaNet Online Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
CNFR,"Conifer Holdings, Inc. ","Conifer Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
CNMD,CONMED Corporation ,CONMED Corporation - Common Stock,Q,N,N,100.0,N,N
CNOB,"ConnectOne Bancorp, Inc. ","ConnectOne Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
CNSL,"Consolidated Communications Holdings, Inc. ","Consolidated Communications Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
CNST,"Constellation Pharmaceuticals, Inc. ","Constellation Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
CNTF,China TechFaith Wireless Communication Technology Limited ,"China TechFaith Wireless Communication Technology Limited - American Depositary Shares, each representing 75 ordinary shares",Q,N,N,100.0,N,N
CNTY,"Century Casinos, Inc. ","Century Casinos, Inc. - Common Stock",S,N,N,100.0,N,N
CNXN,"PC Connection, Inc. ","PC Connection, Inc. - Common Stock",Q,N,N,100.0,N,N
COBZ,CoBiz Financial Inc. ,CoBiz Financial Inc. - Common Stock,Q,N,N,100.0,N,N
COCP,"Cocrystal Pharma, Inc. ","Cocrystal Pharma, Inc. - Common Stock",S,N,N,100.0,N,N
CODA,"Coda Octopus Group, Inc. ","Coda Octopus Group, Inc. - Common stock",S,N,N,100.0,N,N
CODX,Co,"Co-Diagnostics, Inc. - Common Stock",S,N,N,100.0,N,N
COHR,"Coherent, Inc. ","Coherent, Inc. - Common Stock",Q,N,N,100.0,N,N
COHU,"Cohu, Inc. ","Cohu, Inc. - Common Stock",Q,N,N,100.0,N,N
COKE,Coca,Coca-Cola Bottling Co. Consolidated - Common Stock,Q,N,N,100.0,N,N
COLB,"Columbia Banking System, Inc. ","Columbia Banking System, Inc. - Common Stock",Q,N,N,100.0,N,N
COLL,"Collegium Pharmaceutical, Inc. ","Collegium Pharmaceutical, Inc. - Common Stock",Q,N,N,100.0,N,N
COLM,Columbia Sportswear Company ,Columbia Sportswear Company - Common Stock,Q,N,N,100.0,N,N
COMM,"CommScope Holding Company, Inc. ","CommScope Holding Company, Inc. - Common Stock",Q,N,N,100.0,N,N
COMT,iShares Commodities Select Strategy ETF,iShares Commodities Select Strategy ETF,G,N,N,100.0,Y,N
CONE,CyrusOne Inc ,CyrusOne Inc - Common Stock,Q,N,N,100.0,N,N
CONN,"Conn's, Inc. ","Conn's, Inc. - Common Stock",Q,N,N,100.0,N,N
COOL,"PolarityTE, Inc. ","PolarityTE, Inc. - Common Stock",S,N,N,100.0,N,N
CORE,Core,"Core-Mark Holding Company, Inc. - Common Stock",Q,N,N,100.0,N,N
CORI,"Corium International, Inc. ","Corium International, Inc. - Common Stock",G,N,N,100.0,N,N
CORT,Corcept Therapeutics Incorporated ,Corcept Therapeutics Incorporated - Common Stock,S,N,N,100.0,N,N
CORV,Correvio Pharma Corp. ,Correvio Pharma Corp. - Ordinary Shares (Canada),S,N,N,100.0,N,N
COST,Costco Wholesale Corporation ,Costco Wholesale Corporation - Common Stock,Q,N,N,100.0,N,N
COUP,Coupa Software Incorporated ,Coupa Software Incorporated - Common Stock,Q,N,N,100.0,N,N
COWN,Cowen Inc. ,Cowen Inc. - Class A Common Stock,Q,N,N,100.0,N,N
COWNL,Cowen Inc. ,Cowen Inc. - 7.75% Senior Notes due 2033,Q,N,N,100.0,N,N
COWNZ,Cowen Inc. ,Cowen Inc. - 7.35% Senior Notes Due 2027,Q,N,N,100.0,N,N
CPAH,CounterPath Corporation ,CounterPath Corporation - Common Stock,S,N,N,100.0,N,N
CPHC,Canterbury Park Holding Corporation ,Canterbury Park Holding Corporation - Common Stock,G,N,N,100.0,N,N
CPIX,Cumberland Pharmaceuticals Inc. ,Cumberland Pharmaceuticals Inc. - Common Stock,Q,N,N,100.0,N,N
CPLP,Capital Product Partners L.P. ,Capital Product Partners L.P. - common units representing limited partner interests,Q,N,N,100.0,N,N
CPRT,"Copart, Inc. ","Copart, Inc. - Common Stock",Q,N,N,100.0,N,N
CPRX,"Catalyst Pharmaceuticals, Inc. ","Catalyst Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
CPSH,CPS Technologies Corp. ,CPS Technologies Corp. - Common Stock,S,N,N,100.0,N,N
CPSI,"Computer Programs and Systems, Inc. ","Computer Programs and Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
CPSS,"Consumer Portfolio Services, Inc. ","Consumer Portfolio Services, Inc. - Common Stock",G,N,N,100.0,N,N
CPST,Capstone Turbine Corporation ,Capstone Turbine Corporation - Common Stock,S,N,N,100.0,N,N
CPTA,Capitala Finance Corp. ,Capitala Finance Corp. - Common Stock,Q,N,N,100.0,N,N
CPTAG,Capitala Finance Corp. ,Capitala Finance Corp. - 5.75% Convertible Notes Due 2022,S,N,N,100.0,N,N
CPTAL,Capitala Finance Corp. ,Capitala Finance Corp. - 6% Notes Due 2022,Q,N,N,100.0,N,N
CRAI,"CRA International,Inc. ","CRA International,Inc. - Common Stock",Q,N,N,100.0,N,N
CRAY,Cray Inc ,Cray Inc - Common Stock,Q,N,N,100.0,N,N
CRBP,"Corbus Pharmaceuticals Holdings, Inc. ","Corbus Pharmaceuticals Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
CREE,"Cree, Inc. ","Cree, Inc. - Common Stock",Q,N,N,100.0,N,N
CREG,China Recycling Energy Corporation ,China Recycling Energy Corporation - Common Stock,S,N,N,100.0,N,N
CRESY,Cresud S.A.C.I.F. y A. ,"Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock",Q,N,N,100.0,N,N
CRIS,"Curis, Inc. ","Curis, Inc. - Common Stock",G,N,N,100.0,N,N
CRMT,America's Car,"America's Car-Mart, Inc. - Common Stock",Q,N,N,100.0,N,N
CRNT,Ceragon Networks Ltd. ,Ceragon Networks Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
CRNX,"Crinetics Pharmaceuticals, Inc. ","Crinetics Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
CRON,Cronos Group Inc. ,Cronos Group Inc. - Common Share,G,N,N,100.0,N,N
CROX,"Crocs, Inc. ","Crocs, Inc. - Common Stock",Q,N,N,100.0,N,N
CRSP,CRISPR Therapeutics AG ,CRISPR Therapeutics AG - Common Shares,G,N,N,100.0,N,N
CRTO,Criteo S.A. ,Criteo S.A. - American Depositary Shares,Q,N,N,100.0,N,N
CRUS,"Cirrus Logic, Inc. ","Cirrus Logic, Inc. - Common Stock",Q,N,N,100.0,N,N
CRUSC,Calvert Management Series ,Calvert Management Series - Calvert Ultra-Short Income NextShares,G,N,N,100.0,N,Y
CRVL,CorVel Corp. ,CorVel Corp. - Common Stock,Q,N,N,100.0,N,N
CRVS,"Corvus Pharmaceuticals, Inc. ","Corvus Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
CRWS,"Crown Crafts, Inc. ","Crown Crafts, Inc. - Common Stock",S,N,N,100.0,N,N
CRZO,"Carrizo Oil & Gas, Inc. ","Carrizo Oil & Gas, Inc. - Common Stock",Q,N,N,100.0,N,N
CSA,VictoryShares US Small Cap Volatility Wtd ETF,VictoryShares US Small Cap Volatility Wtd ETF,G,N,N,100.0,Y,N
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,VictoryShares US Small Cap High Div Volatility Wtd ETF,G,N,N,100.0,Y,N
CSBR,"Champions Oncology, Inc. ","Champions Oncology, Inc. - Common Stock",S,N,N,100.0,N,N
CSCO,"Cisco Systems, Inc. ","Cisco Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,G,N,N,100.0,Y,N
CSFL,CenterState Bank Corporation ,CenterState Bank Corporation - Common Stock,Q,N,N,100.0,N,N
CSGP,"CoStar Group, Inc. ","CoStar Group, Inc. - Common Stock",Q,N,N,100.0,N,N
CSGS,"CSG Systems International, Inc. ","CSG Systems International, Inc. - Common Stock",Q,N,N,100.0,N,N
CSII,"Cardiovascular Systems, Inc. ","Cardiovascular Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
CSIQ,Canadian Solar Inc. ,Canadian Solar Inc. - common shares,Q,N,N,100.0,N,N
CSML,IQ Chaikin U.S. Small Cap ETF,IQ Chaikin U.S. Small Cap ETF,G,N,N,100.0,Y,N
CSOD,"Cornerstone OnDemand, Inc. ","Cornerstone OnDemand, Inc. - Common Stock",Q,N,N,100.0,N,N
CSPI,CSP Inc. ,CSP Inc. - Common Stock,G,N,N,100.0,N,N
CSQ,Calamos Strategic Total Return Fund ,Calamos Strategic Total Return Fund - Common Stock,Q,N,N,100.0,N,N
CSSE,"Chicken Soup for the Soul Entertainment, Inc. ","Chicken Soup for the Soul Entertainment, Inc. - Class A Common Stock",G,N,N,100.0,N,N
CSSEP,"Chicken Soup for the Soul Entertainment, Inc. ","Chicken Soup for the Soul Entertainment, Inc. - 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock",G,N,N,100.0,N,N
CSTE,Caesarstone Ltd. ,Caesarstone Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
CSTR,"CapStar Financial Holdings, Inc. ","CapStar Financial Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
CSWC,Capital Southwest Corporation ,Capital Southwest Corporation - Common Stock,Q,N,N,100.0,N,N
